season,date,away.team,away.score,home.team,home.score,line,over_under
2015,2015-11-26,EVAN,64,PROV,74,-2.0,150.5
2015,2015-11-26,MTSU,75,UAA,72,8.5,143.0
2015,2015-11-26,SCU,73,ARIZ,75,-23.5,135.5
2015,2015-11-26,CAL,58,SDSU,72,4.5,135.0
2015,2015-11-26,ARK,73,GT,83,-6.0,157.0
2015,2015-11-26,WICH,69,USC,72,2.5,152.0
2015,2015-11-26,UCI,64,BSU,71,-1.5,145.0
2015,2015-11-26,WVU,67,RICH,59,7.0,161.0
2015,2015-11-26,ND,68,MONM,70,9.0,152.5
2015,2015-11-26,MER,71,TULN,61,5.0,134.5
2015,2015-11-26,UNCA,85,DREX,66,-1.5,145.5
2015,2015-11-26,IOWA,77,DAY,82,2.0,146.5
2015,2015-11-26,WASH,70,TEX,82,-3.0,154.0
2015,2015-11-26,CHAR,47,MICH,102,-13.5,149.0
2015,2015-11-26,CLEM,76,RUTG,58,12.5,136.5
2015,2015-11-27,ALST,58,CHAT,95,-10.0,149.5
2015,2015-11-27,ALA,64,WICH,60,-9.5,137.5
2015,2015-11-27,ARK,66,STAN,69,1.0,152.0
2015,2015-11-27,CONN,70,GONZ,73,-3.0,139.5
2015,2015-11-27,ARST,72,BAY,94,-23.5,151.5
2015,2015-11-27,CHS,65,JVST,68,-5.0,142.0
2015,2015-11-27,WCU,56,COFC,57,-6.0,142.0
2015,2015-11-27,OMA,90,MINN,93,-10.0,160.5
2015,2015-11-27,GT,52,NOVA,69,-10.5,143.0
2015,2015-11-27,SYR,74,TAMU,67,-6.0,139.0
2015,2015-11-27,NE,78,MIA,77,-16.0,143.5
2015,2015-11-27,UK,84,SF,63,21.5,138.5
2015,2015-11-27,CLMB,81,FAIR,82,6.5,146.0
2015,2015-11-27,APP,70,MER,71,-11.5,134.5
2015,2015-11-27,FGCU,50,FLA,70,-20.0,145.0
2015,2015-11-27,VT,77,ISU,99,-13.0,150.0
2015,2015-11-27,IUPU,72,GAST,78,-10.5,135.0
2015,2015-11-27,JMU,89,MRSH,75,3.0,149.5
2015,2015-11-27,UCRV,81,RICE,87,1.5,140.0
2015,2015-11-27,NWST,81,AUB,119,-15.0,156.0
2015,2015-11-27,LBSU,73,OKST,79,-8.0,144.5
2015,2015-11-27,PORT,74,CSU,90,-6.0,158.0
2015,2015-11-27,IDST,72,UTAH,102,-27.0,150.5
2015,2015-11-27,TENN,70,GW,73,-5.5,147.5
2015,2015-11-27,UAB,58,ILL,72,2.5,141.5
2015,2015-11-27,MONM,70,DAY,73,-7.5,146.0
2015,2015-11-27,PROV,69,ARIZ,65,-5.0,142.0
2015,2015-11-27,USC,77,XAV,87,-4.0,155.5
2015,2015-11-27,UCI,80,BC,67,5.5,137.0
2015,2015-11-27,SIU,66,UTEP,71,-1.5,144.5
2015,2015-11-27,USD,67,SJSU,76,3.5,130.5
2015,2015-11-27,BSU,67,MSU,77,-10.0,150.0
2015,2015-11-27,DREX,65,UAA,71,3.5,145.0
2015,2015-11-27,NEB,61,CIN,65,-13.0,135.5
2015,2015-11-27,IOWA,62,ND,68,-2.0,149.0
2015,2015-11-27,TEX,72,MICH,78,-2.0,140.0
2015,2015-11-27,MEM,81,OSU,76,0.0,142.5
2015,2015-11-27,CAL,90,RICH,94,6.0,147.0
2015,2015-11-27,SCU,57,EVAN,69,-12.0,138.0
2015,2015-11-27,LOYI,74,TOL,82,0.0,142.0
2015,2015-11-27,CHAR,66,WASH,71,-13.5,163.0
2015,2015-11-27,SDSU,50,WVU,72,-2.5,139.0
2015,2015-11-27,UNCA,61,MTSU,63,-5.0,142.0
2015,2015-11-28,CLEV,63,MD,80,-21.5,134.5
2015,2015-11-28,VALP,66,BALL,69,9.0,134.0
2015,2015-11-28,KENT,78,PITT,85,-13.5,139.0
2015,2015-11-28,UCF,63,MIOH,64,-3.0,134.5
2015,2015-11-28,HAW,74,TTU,82,-6.5,145.0
2015,2015-11-28,HOF,89,SBON,83,-1.5,156.5
2015,2015-11-28,UALR,64,TLSA,60,-10.5,136.0
2015,2015-11-28,ODU,67,VCU,76,-8.0,130.5
2015,2015-11-28,WRST,39,GMU,66,-3.5,132.5
2015,2015-11-28,UIC,62,DRKE,83,-9.5,148.0
2015,2015-11-28,UGA,62,HALL,69,-3.0,136.5
2015,2015-11-28,MISS,67,BRAD,54,9.0,132.0
2015,2015-11-28,ULM,64,HOU,76,-7.0,139.0
2015,2015-11-28,SLU,57,LOU,77,-15.0,137.0
2015,2015-11-28,NEV,66,CSF,75,2.0,149.0
2015,2015-11-28,ALST,66,CHS,64,3.5,140.0
2015,2015-11-28,JVST,52,CHAT,62,-12.5,141.5
2015,2015-11-28,NEB,82,TENN,71,-1.0,143.0
2015,2015-11-28,GW,56,CIN,61,-5.5,139.5
2015,2015-11-28,USD,62,DREX,59,-4.5,132.0
2015,2015-11-28,SJSU,91,UAA,87,-1.0,147.0
2015,2015-11-28,LOYI,48,UNCA,59,5.0,142.0
2015,2015-11-28,VT,82,UAB,77,-3.0,143.5
2015,2015-11-28,ILL,73,ISU,84,-8.5,159.0
2015,2015-11-28,SIU,80,PORT,79,3.0,151.5
2015,2015-11-28,UTEP,99,CSU,90,-4.0,152.5
2015,2015-11-28,SDAK,96,SAC,90,-6.5,149.0
2015,2015-11-28,EWU,70,PAC,63,-3.0,151.0
2015,2015-11-28,CAN,96,BUFF,98,-2.5,154.0
2015,2015-11-28,DET,95,ORU,100,-7.5,151.0
2015,2015-11-28,LMU,73,SEMO,60,3.5,146.5
2015,2015-11-28,YSU,88,NIAG,70,-4.0,152.5
2015,2015-11-28,USA,56,DEN,69,-6.5,140.5
2015,2015-11-28,UNCW,94,ETSU,73,-1.5,150.5
2015,2015-11-28,SIUE,73,BUT,89,-29.0,148.5
2015,2015-11-28,MAN,64,FOR,87,-9.5,143.0
2015,2015-11-28,UNI,97,UND,51,10.0,139.0
2015,2015-11-28,IPFW,64,UNCG,58,-1.5,140.0
2015,2015-11-28,WIU,67,CREI,97,-11.5,151.0
2015,2015-11-28,USM,46,MORE,61,-19.0,132.5
2015,2015-11-28,SAM,73,PEAY,74,-1.5,152.5
2015,2015-11-28,UTM,51,MSST,76,-10.5,152.5
2015,2015-11-28,GB,81,EIU,72,7.5,149.5
2015,2015-11-28,SUU,85,EKY,98,-8.0,159.0
2015,2015-11-28,NIU,66,IDHO,59,2.5,133.0
2015,2015-11-28,BEL,81,BYU,95,-6.0,171.0
2015,2015-11-28,MTST,68,WYO,82,-9.0,143.0
2015,2015-11-28,BRY,47,GTWN,77,-24.0,142.5
2015,2015-11-28,TXSO,65,WSU,77,-11.5,152.0
2015,2015-11-28,PV,62,UNLV,80,-19.5,141.0
2015,2015-11-28,MTSU,78,TOL,70,-5.0,145.5
2015,2015-11-29,USU,52,DUKE,85,-18.0,150.5
2015,2015-11-29,WIS,48,OKLA,65,-8.0,146.5
2015,2015-11-29,BRWN,69,SMU,77,-23.0,148.5
2015,2015-11-29,DEL,50,TEM,69,-12.5,138.0
2015,2015-11-29,UCSB,68,ASU,70,-8.0,139.5
2015,2015-11-29,UTA,92,RICE,74,2.5,150.0
2015,2015-11-29,CSN,45,UCLA,77,-18.5,151.5
2015,2015-11-29,WICH,61,IOWA,84,-5.0,137.5
2015,2015-11-29,MONM,83,USC,73,-5.0,161.5
2015,2015-11-29,DAY,61,XAV,90,-2.0,146.5
2015,2015-11-29,ALA,74,ND,73,-10.5,138.0
2015,2015-11-29,EVAN,75,UCI,56,-3.0,140.5
2015,2015-11-29,BSU,59,ARIZ,68,-5.5,145.5
2015,2015-11-29,BC,45,SCU,62,6.0,131.5
2015,2015-11-29,PROV,64,MSU,77,-8.0,146.5
2015,2015-11-29,EWU,71,SDAK,77,3.0,155.0
2015,2015-11-29,PAC,71,SAC,79,-4.5,142.5
2015,2015-11-29,RID,57,URI,82,-11.5,123.0
2015,2015-11-29,UNCO,52,COLO,82,-25.0,158.0
2015,2015-11-29,MER,68,WMU,65,2.5,137.0
2015,2015-11-29,MONT,63,PEPP,69,-8.0,133.5
2015,2015-11-29,JKST,61,MARQ,80,-12.5,141.5
2015,2015-11-30,ILST,63,UK,75,-20.5,141.5
2015,2015-11-30,WAKE,69,RUTG,68,6.0,155.5
2015,2015-11-30,LSU,58,COFC,70,5.0,139.5
2015,2015-11-30,UNT,70,UNI,93,-20.0,138.5
2015,2015-11-30,FRES,73,ORE,78,-11.5,149.0
2015,2015-11-30,CLEM,83,MINN,89,-1.0,135.0
2015,2015-11-30,WCU,53,SC,76,-18.0,153.5
2015,2015-11-30,CHAT,54,ULM,64,2.5,135.5
2015,2015-11-30,GB,87,SIUE,69,5.0,158.0
2015,2015-11-30,ALCN,70,IND,112,-35.5,154.0
2015,2015-12-01,RICH,56,FLA,76,-8.5,146.5
2015,2015-12-01,FAU,48,ECU,74,-5.5,135.0
2015,2015-12-01,VILL,86,JOES,72,13.5,143.5
2015,2015-12-01,MICH,66,NCST,59,1.0,142.5
2015,2015-12-01,NW,81,VT,79,1.5,143.0
2015,2015-12-01,BRAD,47,DEL,70,-8.5,129.5
2015,2015-12-01,DAV,109,CHAR,74,14.0,164.0
2015,2015-12-01,ODU,48,WMRY,55,-2.5,133.0
2015,2015-12-01,MRSH,70,OHIO,85,-11.0,165.5
2015,2015-12-01,OAK,82,UGA,86,-7.0,155.5
2015,2015-12-01,UVA,64,OSU,58,7.0,134.5
2015,2015-12-01,GAST,57,UAB,64,-6.5,132.0
2015,2015-12-01,USU,69,MOSU,68,4.5,138.5
2015,2015-12-01,USM,59,TROY,69,-11.5,137.0
2015,2015-12-01,UTA,73,TEX,80,-9.5,146.0
2015,2015-12-01,ARST,78,MIZ,88,-8.0,144.5
2015,2015-12-01,LT,68,MEM,94,-4.5,150.5
2015,2015-12-01,PUR,72,PITT,59,-1.0,146.5
2015,2015-12-01,MIA,77,NEB,72,6.5,142.5
2015,2015-12-01,MD,81,UNC,89,-8.0,151.5
2015,2015-12-01,SDSU,76,LBSU,72,3.5,132.5
2015,2015-12-01,WOF,61,GT,77,-11.0,136.0
2015,2015-12-01,IUPU,58,BALL,61,-7.5,135.0
2015,2015-12-01,SIE,80,COR,81,7.5,148.5
2015,2015-12-01,FAIR,77,IONA,101,-10.0,166.0
2015,2015-12-01,EMU,80,OMA,73,-4.5,163.5
2015,2015-12-01,INST,62,EIU,68,7.5,136.5
2015,2015-12-01,SAM,77,JVST,71,0.0,139.5
2015,2015-12-01,EKY,84,WKU,86,-6.5,158.0
2015,2015-12-01,NDSU,64,ISU,84,-16.0,148.5
2015,2015-12-01,ORU,75,UNM,91,-10.5,143.5
2015,2015-12-01,EWU,81,SF,77,-5.5,142.5
2015,2015-12-01,UMES,49,GTWN,68,-25.5,145.0
2015,2015-12-01,SEA,52,CAL,66,-22.0,141.5
2015,2015-12-02,HALL,64,GW,72,-7.5,140.0
2015,2015-12-02,SBON,60,BUFF,58,1.5,152.5
2015,2015-12-02,SJU,57,FOR,73,-6.5,137.0
2015,2015-12-02,GMU,54,TOWS,75,2.0,129.0
2015,2015-12-02,HOF,84,LAS,80,3.0,159.0
2015,2015-12-02,BUT,78,CIN,76,-5.5,135.5
2015,2015-12-02,CLEV,65,TOL,76,-9.0,141.5
2015,2015-12-02,HARV,71,NE,80,-7.5,128.0
2015,2015-12-02,LOU,67,MSU,71,-6.0,136.0
2015,2015-12-02,WIS,66,SYR,58,-3.5,130.5
2015,2015-12-02,PSU,67,BC,58,-1.0,130.5
2015,2015-12-02,VCU,62,MTSU,56,4.5,141.0
2015,2015-12-02,DEP,82,UIC,55,9.5,153.0
2015,2015-12-02,DET,52,VAN,102,-19.5,156.0
2015,2015-12-02,UTSA,53,TXST,76,-10.0,145.5
2015,2015-12-02,SMU,75,TCU,70,6.5,139.0
2015,2015-12-02,TLSA,66,OKST,56,-3.0,144.0
2015,2015-12-02,ASU,79,CREI,77,-8.0,154.5
2015,2015-12-02,ND,84,ILL,79,2.5,142.5
2015,2015-12-02,FSU,75,IOWA,78,-5.5,155.0
2015,2015-12-02,IND,74,DUKE,94,-10.0,164.5
2015,2015-12-02,BYU,75,UTAH,83,-10.0,155.5
2015,2015-12-02,LMU,70,ORST,79,-14.0,137.5
2015,2015-12-02,GONZ,69,WSU,60,10.0,149.5
2015,2015-12-02,SPU,73,RID,61,-6.0,123.5
2015,2015-12-02,MURR,78,HOU,93,-8.0,143.5
2015,2015-12-02,MORE,60,SLU,46,-3.5,128.0
2015,2015-12-02,SEMO,50,SIU,74,-13.5,150.0
2015,2015-12-02,ETSU,61,TNTC,63,-2.0,154.5
2015,2015-12-02,WYO,68,DEN,52,-5.0,123.0
2015,2015-12-02,CIT,93,AFA,97,-15.5,168.5
2015,2015-12-02,PORT,78,PRST,72,-2.5,157.5
2015,2015-12-02,SAC,61,UCD,66,-6.0,151.0
2015,2015-12-02,GRAM,49,MARQ,95,-28.0,136.5
2015,2015-12-02,TXSO,73,MSST,86,-12.0,150.0
2015,2015-12-02,UTEP,59,NMST,73,-4.5,138.0
2015,2015-12-03,WMU,57,JMU,63,-6.0,142.5
2015,2015-12-03,SF,58,DEL,67,-4.5,131.5
2015,2015-12-03,ULL,70,ULM,81,2.0,144.5
2015,2015-12-03,UNT,67,UTA,90,-16.5,147.0
2015,2015-12-03,UK,77,UCLA,87,6.5,145.0
2015,2015-12-03,LBSU,83,CSU,77,-7.5,156.5
2015,2015-12-03,USC,75,UCSB,63,1.5,148.0
2015,2015-12-03,BEL,57,VALP,61,-9.0,152.5
2015,2015-12-03,SIUE,51,MILW,64,-16.0,145.5
2015,2015-12-03,UNCO,66,UCRV,77,-16.0,152.0
2015,2015-12-03,IPFW,75,CP,73,-8.0,139.0
2015,2015-12-03,CARK,68,OKLA,111,-29.5,159.5
2015,2015-12-04,JOES,80,CLMB,78,-3.0,138.0
2015,2015-12-04,DUQ,75,PITT,96,-8.5,152.5
2015,2015-12-04,AKR,75,MRSH,65,7.5,149.5
2015,2015-12-04,KSU,68,UGA,66,-2.5,131.0
2015,2015-12-04,ARK,85,WAKE,88,-4.5,166.5
2015,2015-12-04,ELON,77,FIU,71,-1.5,142.5
2015,2015-12-04,GAST,59,WRST,46,2.5,126.0
2015,2015-12-04,NIU,71,MIZ,78,-6.5,133.5
2015,2015-12-04,ALA,58,USM,55,14.5,128.5
2015,2015-12-04,UCI,70,PAC,67,6.5,134.0
2015,2015-12-04,UCD,67,SMC,81,-13.0,140.5
2015,2015-12-04,ORE,69,UNLV,80,2.0,151.5
2015,2015-12-04,MAN,54,SIE,89,-8.0,149.0
2015,2015-12-04,IONA,101,MRST,66,8.0,163.5
2015,2015-12-04,RID,70,FAIR,74,-1.0,133.0
2015,2015-12-04,MONM,86,CAN,96,3.5,156.0
2015,2015-12-04,QUIN,72,NIAG,76,2.5,141.0
2015,2015-12-04,NDSU,74,ARST,73,5.0,150.0
2015,2015-12-04,SAM,49,TEX,59,-21.0,146.5
2015,2015-12-04,SF,50,MONT,82,-7.0,134.0
2015,2015-12-04,SFU,55,MD,96,-25.0,139.0
2015,2015-12-05,HALL,84,RUTG,55,5.5,142.5
2015,2015-12-05,INST,71,BUT,85,-16.5,146.5
2015,2015-12-05,EMU,70,PSU,81,-4.5,131.5
2015,2015-12-05,TEM,60,WIS,76,-8.0,128.0
2015,2015-12-05,SYR,72,GTWN,79,-5.5,135.5
2015,2015-12-05,DREX,66,LAS,53,-7.5,142.0
2015,2015-12-05,CREI,65,LOYI,68,4.5,142.0
2015,2015-12-05,UNM,58,PUR,70,-14.0,141.0
2015,2015-12-05,NE,73,DET,76,3.0,159.0
2015,2015-12-05,CAL,78,WYO,72,7.0,135.5
2015,2015-12-05,HARV,69,KU,75,-23.0,145.5
2015,2015-12-05,ARIZ,68,GONZ,63,-8.5,140.0
2015,2015-12-05,MOST,64,OKST,63,-14.0,137.0
2015,2015-12-05,USA,55,MTSU,68,-10.5,142.5
2015,2015-12-05,MISS,74,UMASS,64,1.5,151.5
2015,2015-12-05,PENN,44,GMU,63,-7.0,136.5
2015,2015-12-05,CHAR,60,MIA,88,-26.5,156.0
2015,2015-12-05,OHIO,68,SBON,81,-5.0,154.5
2015,2015-12-05,NEV,62,ORST,66,-9.5,136.5
2015,2015-12-05,DRKE,63,BGSU,75,-3.5,139.5
2015,2015-12-05,GT,76,TULN,68,6.0,135.5
2015,2015-12-05,BUFF,59,DUKE,82,-24.5,153.0
2015,2015-12-05,PROV,74,URI,72,-3.5,136.0
2015,2015-12-05,SF,63,SC,81,-19.0,141.5
2015,2015-12-05,WMRY,52,UVA,67,-14.0,131.5
2015,2015-12-05,NIU,67,RICH,82,-2.5,143.0
2015,2015-12-05,KENT,66,CLEV,62,4.0,133.0
2015,2015-12-05,UIC,58,UCF,88,-14.0,149.0
2015,2015-12-05,UAB,74,ILST,61,-2.5,136.5
2015,2015-12-05,SIU,95,UNT,63,6.0,149.5
2015,2015-12-05,WKU,64,XAV,95,-18.0,149.0
2015,2015-12-05,WICH,68,SLU,53,6.5,133.0
2015,2015-12-05,UTA,76,UTEP,62,-1.0,145.5
2015,2015-12-05,PEPP,70,CSN,55,7.5,137.5
2015,2015-12-05,FRES,65,CP,77,-1.5,146.5
2015,2015-12-05,BSU,81,PORT,71,6.5,155.0
2015,2015-12-05,SJSU,75,SCU,78,-8.0,130.0
2015,2015-12-05,TAMU,54,ASU,67,3.0,145.0
2015,2015-12-05,COFC,82,CIT,74,8.5,167.0
2015,2015-12-05,MIOH,64,IUPU,78,-2.5,132.0
2015,2015-12-05,IPFW,79,UTAH,96,-20.0,145.5
2015,2015-12-05,WEB,68,BYU,73,-4.5,147.5
2015,2015-12-05,SIUE,56,NW,81,-20.0,137.0
2015,2015-12-05,PEAY,80,TROY,71,-5.0,150.5
2015,2015-12-05,ORU,70,TLSA,68,-12.5,149.0
2015,2015-12-05,AFA,61,DEN,59,-4.5,125.0
2015,2015-12-05,VMI,62,OSU,89,-15.5,135.5
2015,2015-12-05,MORE,59,IND,92,-13.0,141.5
2015,2015-12-05,SEMO,65,MEM,80,-23.0,149.0
2015,2015-12-05,UALR,64,IDHO,54,5.0,123.5
2015,2015-12-05,WCU,68,ILL,80,-11.5,149.5
2015,2015-12-05,UND,65,BRAD,59,-2.5,131.5
2015,2015-12-05,SDAK,85,MINN,81,-11.5,159.5
2015,2015-12-05,EVAN,85,MURR,81,4.0,141.5
2015,2015-12-05,NKU,73,EIU,79,-2.0,139.0
2015,2015-12-05,QUIN,78,CAN,76,-9.5,149.0
2015,2015-12-05,BING,33,MSU,76,-31.0,139.0
2015,2015-12-05,NMST,53,LBSU,67,-1.5,142.5
2015,2015-12-06,MRSH,84,JMU,107,-11.0,154.0
2015,2015-12-06,DEL,69,CLMB,82,-10.0,134.0
2015,2015-12-06,COLO,88,CSU,77,2.5,154.0
2015,2015-12-06,FSU,76,VCU,71,1.0,150.0
2015,2015-12-06,TOL,71,GB,69,-2.0,165.5
2015,2015-12-06,DAV,65,UNC,98,-15.0,172.5
2015,2015-12-06,VAN,67,BAY,69,-2.5,138.5
2015,2015-12-06,UCI,60,SMC,70,-6.0,136.0
2015,2015-12-06,LBSU,76,UCLA,83,-11.0,154.0
2015,2015-12-06,CSF,69,WASH,87,-11.0,157.5
2015,2015-12-06,UCRV,76,LMU,77,-2.5,140.5
2015,2015-12-06,MONM,56,NIAG,42,10.5,152.5
2015,2015-12-06,MRST,75,MAN,70,-5.0,142.5
2015,2015-12-06,OMA,100,MTST,97,-1.0,169.5
2015,2015-12-06,SIE,68,SPU,72,4.0,139.0
2015,2015-12-06,WOF,51,CLEM,66,-10.0,127.0
2015,2015-12-06,APP,80,HOF,86,-12.5,162.0
2015,2015-12-06,PRST,67,WSU,91,-10.5,149.5
2015,2015-12-06,NDSU,62,USM,74,12.0,125.5
2015,2015-12-06,USD,53,SDSU,48,-17.0,121.5
2015,2015-12-06,SFNY,56,SJU,63,-7.5,130.5
2015,2015-12-07,ECU,73,COFC,77,-4.5,128.0
2015,2015-12-07,OKLA,78,NOVA,55,-5.0,145.5
2015,2015-12-07,BRWN,57,GTWN,74,-18.5,147.5
2015,2015-12-07,NE,86,WMU,87,1.5,140.5
2015,2015-12-07,BUFF,63,ISU,84,-21.0,155.5
2015,2015-12-07,CSN,61,SF,65,-6.5,137.0
2015,2015-12-07,VMI,66,BUT,93,-24.0,150.0
2015,2015-12-07,IUPU,53,PUR,80,-21.5,137.0
2015,2015-12-07,WIU,56,IOWA,90,-18.0,146.0
2015,2015-12-07,IDHO,55,USC,74,-19.5,146.5
2015,2015-12-07,ORE,67,NAVY,47,11.5,135.0
2015,2015-12-08,UMASS,63,UCF,67,-3.0,143.5
2015,2015-12-08,PSU,66,GW,76,-9.5,132.0
2015,2015-12-08,WVU,54,UVA,70,-4.5,135.0
2015,2015-12-08,PRIN,50,JOES,62,-3.5,152.0
2015,2015-12-08,WRST,55,XAV,90,-23.0,136.5
2015,2015-12-08,HOU,57,URI,67,-7.5,144.5
2015,2015-12-08,FLA,55,MIA,66,-5.5,141.5
2015,2015-12-08,NIU,73,GMU,65,4.5,130.0
2015,2015-12-08,AFA,50,OSU,74,-14.5,136.5
2015,2015-12-08,EVAN,45,ARK,56,-2.5,160.0
2015,2015-12-08,BRAD,61,UTA,97,-18.0,131.5
2015,2015-12-08,UTSA,50,TEX,116,-23.5,149.0
2015,2015-12-08,SJSU,62,MARQ,80,-21.5,150.0
2015,2015-12-08,MICH,42,SMU,55,-6.5,139.0
2015,2015-12-08,MD,76,CONN,66,2.5,142.0
2015,2015-12-08,TCU,67,WASH,92,-6.0,150.5
2015,2015-12-08,IONA,81,TLSA,90,-7.0,162.5
2015,2015-12-08,SDKS,84,MINN,70,-3.0,153.0
2015,2015-12-08,BGSU,79,SEMO,52,5.0,142.0
2015,2015-12-08,MONT,58,GONZ,61,-18.0,136.0
2015,2015-12-08,IDST,66,PORT,65,-12.5,156.0
2015,2015-12-08,WIN,64,UGA,74,-8.5,144.5
2015,2015-12-08,COLG,51,SYR,78,-21.5,134.5
2015,2015-12-08,STON,61,ND,86,-8.5,142.0
2015,2015-12-09,TEM,77,PSU,73,9.5,134.5
2015,2015-12-09,BC,51,PROV,66,-14.0,140.0
2015,2015-12-09,VALP,69,INST,63,6.5,129.5
2015,2015-12-09,TOL,72,DET,75,1.5,164.5
2015,2015-12-09,DEP,74,DRKE,71,2.0,141.5
2015,2015-12-09,YALE,65,ILL,69,-3.5,140.5
2015,2015-12-09,NEB,67,CREI,83,-5.5,148.0
2015,2015-12-09,MILW,68,WIS,67,-12.5,134.0
2015,2015-12-09,DAY,72,VAN,67,-9.0,139.0
2015,2015-12-09,USU,68,BYU,80,-8.5,150.0
2015,2015-12-09,UNLV,50,WICH,56,-7.0,139.5
2015,2015-12-09,FRES,72,ARIZ,85,-12.5,141.5
2015,2015-12-09,LMU,66,BSU,67,-14.5,149.0
2015,2015-12-09,LBSU,75,PEPP,77,-5.0,139.0
2015,2015-12-09,IPFW,65,IND,90,-20.5,156.0
2015,2015-12-09,NIAG,44,SJU,48,-9.0,134.5
2015,2015-12-09,EKY,67,UK,88,-24.5,161.5
2015,2015-12-09,EIU,76,MRSH,82,-8.5,151.0
2015,2015-12-09,CLMB,72,MAN,71,8.0,142.0
2015,2015-12-09,HOF,68,SIE,81,1.5,163.0
2015,2015-12-09,EWU,86,DAV,96,-16.0,169.0
2015,2015-12-09,SIUE,76,SIU,74,-14.5,144.0
2015,2015-12-09,UTM,49,TTU,68,-14.0,139.5
2015,2015-12-09,OMA,78,MIZ,85,-6.0,159.5
2015,2015-12-09,DEN,59,USD,47,0.0,118.5
2015,2015-12-09,UMES,35,MSU,78,-34.5,140.0
2015,2015-12-09,HOW,55,PUR,93,-33.0,138.5
2015,2015-12-09,IW,62,CAL,74,-20.5,151.5
2015,2015-12-10,ULM,62,KENT,73,-8.5,131.0
2015,2015-12-10,IOWA,82,ISU,83,-7.5,154.0
2015,2015-12-10,TROY,69,HALL,78,-15.5,150.0
2015,2015-12-10,CAN,67,PSU,81,-4.5,145.5
2015,2015-12-10,IUPU,74,MOST,88,-5.5,133.5
2015,2015-12-10,WSU,74,IDHO,78,8.0,137.0
2015,2015-12-11,EWU,51,PITT,84,-19.0,154.0
2015,2015-12-11,UND,69,NDSU,67,7.5,137.0
2015,2015-12-12,RUTG,49,GW,83,-18.5,142.0
2015,2015-12-12,OSU,55,CONN,75,-8.0,135.0
2015,2015-12-12,PEPP,72,BALL,63,-1.5,129.5
2015,2015-12-12,OHIO,76,CLEV,67,2.0,142.0
2015,2015-12-12,MARQ,57,WIS,55,-7.5,136.0
2015,2015-12-12,ULM,50,PSU,54,-8.0,124.5
2015,2015-12-12,ODU,64,GAST,68,-2.0,119.0
2015,2015-12-12,UIC,79,ILL,83,-17.5,152.0
2015,2015-12-12,YSU,64,PUR,95,-28.5,148.0
2015,2015-12-12,UNCW,82,GTWN,87,-11.5,148.5
2015,2015-12-12,TENN,86,BUT,94,-13.0,152.0
2015,2015-12-12,BGSU,80,DET,95,-6.0,152.0
2015,2015-12-12,EMU,53,LOU,86,-19.5,140.5
2015,2015-12-12,ASU,58,UK,72,-12.5,141.0
2015,2015-12-12,UTAH,50,WICH,67,-2.5,138.0
2015,2015-12-12,SMC,59,CAL,63,-6.5,141.5
2015,2015-12-12,KSU,68,TAMU,78,-9.0,139.0
2015,2015-12-12,GMU,46,JMU,69,-7.5,136.0
2015,2015-12-12,NIU,57,UNM,76,-4.5,141.0
2015,2015-12-12,UNC,82,TEX,84,6.0,153.0
2015,2015-12-12,CIN,55,XAV,65,-5.0,139.5
2015,2015-12-12,FLA,52,MSU,58,-9.5,135.0
2015,2015-12-12,DRKE,71,NEV,79,-8.5,136.0
2015,2015-12-12,OAK,76,TOL,64,-4.5,168.5
2015,2015-12-12,ORE,72,BSU,74,-3.5,149.0
2015,2015-12-12,FAU,61,UCF,75,-9.0,133.0
2015,2015-12-12,PAC,52,FRES,71,-10.0,144.0
2015,2015-12-12,ULL,79,LT,91,-3.0,164.0
2015,2015-12-12,ORST,67,KU,82,-13.0,146.5
2015,2015-12-12,UNT,66,SIU,74,-14.0,144.0
2015,2015-12-12,EIU,57,WIU,64,-10.5,141.5
2015,2015-12-12,MINN,60,OKST,62,-2.5,144.0
2015,2015-12-12,UALR,66,DEP,44,-4.0,132.5
2015,2015-12-12,LMU,82,CSF,70,-4.0,145.0
2015,2015-12-12,BYU,83,COLO,92,-5.0,151.5
2015,2015-12-12,UCI,73,USU,63,-3.0,135.0
2015,2015-12-12,UNLV,73,UCRV,62,4.5,140.0
2015,2015-12-12,UCLA,71,GONZ,66,-8.0,147.0
2015,2015-12-12,DART,50,STAN,64,-11.5,134.0
2015,2015-12-12,ORU,73,OKLA,96,-21.0,154.0
2015,2015-12-12,CHAT,61,DAY,59,-12.5,140.0
2015,2015-12-12,EKY,72,MRSH,96,-1.5,174.5
2015,2015-12-12,PEAY,68,IPFW,85,-6.5,145.0
2015,2015-12-12,MISS,75,SEMO,64,15.5,140.5
2015,2015-12-12,DEL,70,MRST,69,1.0,137.5
2015,2015-12-12,IUPU,65,CREI,90,-15.0,149.5
2015,2015-12-12,MONT,62,WASH,92,-10.0,145.5
2015,2015-12-12,CAN,77,KENT,84,-7.5,156.0
2015,2015-12-12,WCU,54,DAV,87,-15.0,165.5
2015,2015-12-12,AUB,81,MTSU,88,2.5,148.0
2015,2015-12-12,MAN,57,MEM,89,-17.0,148.5
2015,2015-12-12,PRST,64,SIUE,74,-1.0,148.5
2015,2015-12-12,TNTC,57,ARK,83,-14.5,164.0
2015,2015-12-12,SAC,73,PORT,81,-5.5,150.0
2015,2015-12-12,BRY,67,PROV,74,-19.0,134.5
2015,2015-12-12,DSU,33,MICH,80,-31.0,131.0
